category,search_string,search_ranking,text
prof dev,SQ  COMMON GRACE COFFE,1,"Google Maps Find local businesses, view maps and get driving directions in Google Maps."
prof dev,SQ  COMMON GRACE COFFE,2,"Google Translate Google's free service instantly translates words, phrases, and web pages 
between English and over 100 other languages."
prof dev,SQ  COMMON GRACE COFFE,3,"CMS releases first star ratings for home health, few earn 1 star; See ... Jan 28, 2016 ... Coffee County Home Care, 2841 Neal Metcalf Road, Enterprise, Alabama, 5 ... 
Grace Home Health Care, 1739 Termino Ave, Long Beach, California, 4 ... 
Preferred Home Care Services, 2802 Madison Square Drive Ste 100 ... Amedisys 
Home Health, 4015 Common Street, Lake Charles, Louisiana, 5."
prof dev,SQ  COMMON GRACE COFFE,4,"Supreme Court Will Decide On Protections For LGBTQ Employees ... Oct 7, 2019 ... LGBTQ advocates say such stories are unfortunately all too common in ... 
Teenagers hanging out at Rainbow Coffee House, located at Grace ..."
dining,at BASH IZAKAYA             DETROIT      MI,0,"Review: Stay for the drinks at Ferndale's izakaya, Antihero | Detroit Feb 13, 2019 ... Review: Stay for the drinks at Ferndale's izakaya, Antihero ... Erven brought to 
Michigan some remnants of his former establishment with updates, like the ... 
Metro Detroit bands come together for Super Tuesday Bernie Bash at ..."
dining,at BASH IZAKAYA             DETROIT      MI,1,"'Menorah Bubbler' at Rooftop Bar Utopian Tailgate's Hanukkah Pop ... Dec 18, 2019 ... The week kicks off with “First Bites Bash” on January 23 hosted by Thai ... a.m. to 
8 p.m. on Monday through Sunday at 12 S. Michigan Avenue."
dining,at BASH IZAKAYA             DETROIT      MI,2,"Enjoy a Joyful Story About Tips Saving Servers' Christmases Dec 19, 2017 ... Then apparently in Michigan yesterday, a guy at a Kalamazoo restaurant ... Per 
Detroit's CBS affiliate, they picked that restaurant because it's ..."
dining,at BASH IZAKAYA             DETROIT      MI,3,"Brett's Godlike Map - Google My Maps A casual album of pictures of events in various Toronto communities, along with 
various sightseeing. Starting from candid shots in competitive gaming (Street ..."
dining,at BASH IZAKAYA             DETROIT      MI,4,"Sake Handbook PDF/EPUb by John Gauntner - ol6278prenhel2 ... with illustrations of their labels for easy identificationProfiles over 50 Japanese 
izakaya or pub-style restaurants in Tokyo and the surrounding environsLists ..."
misc,at CVS/PHARMACY #08152      DEARBORN     MI,0,"Why are CVS receipts so long? An investigation. - Vox Oct 10, 2018 ... The drugstore's multi-foot receipts have become a legend."
misc,at CVS/PHARMACY #08152      DEARBORN     MI,1,"CVS/pharmacy - Apps on Google Play Staying healthy. Saving time. Spending less. The CVS Pharmacy® app makes 
them all easier. Here's how: Checking out. Easier. • Save with ExtraCare® and ..."
misc,at CVS/PHARMACY #08152      DEARBORN     MI,2,"Pregnant Woman Shot During Robbery At CVS Pharmacy In ... Nov 2, 2019 ... UNIVERSITY PARK (CBSDFW.COM) — A pregnant woman was shot during a 
robbery at a CVS Pharmacy in University Park Saturday morning ..."
misc,at CVS/PHARMACY #08152      DEARBORN     MI,3,"CVS Pharmacy launches its own mobile payments and loyalty ... Aug 11, 2016 ... CVS Pay will be the first mobile payments solution CVS Pharmacy has adopted. 
The company doesn't support Apple Pay or other rival, ..."
misc,at CVS/PHARMACY #08152      DEARBORN     MI,4,"Police: Officers fatally shoot 15-year-old robbery suspect at CVS in ... Jan 30, 2020 ... Columbus police say officers fatally shot a 15-year-old who was armed with a 
gun and suspected in the robbery of a pharmacy store."
recurring,at NETFLIX.COM              NETFLIX.COM  CA,0,"Netflix - Apps on Google Play Looking for the most talked about TV shows and movies from the around the 
world? They're all on Netflix. We've got award-winning series, movies, ..."
recurring,at NETFLIX.COM              NETFLIX.COM  CA,1,"Netflix VR - Apps on Google Play Enjoy TV shows and movies, including award-winning Netflix original series, 
movies, and documentaries on Daydream-supported Android Devices. With 
Netflix ..."
recurring,at NETFLIX.COM              NETFLIX.COM  CA,2,"How It Works - DVD Netflix Create your movie list and get Blu-rays and DVDs conveniently delivered to you 
with free shipping both ways."
recurring,at NETFLIX.COM              NETFLIX.COM  CA,3,"Is Netflix Asking Users to Update Payment Information? Nov 15, 2019 ... Netflix is contacting users and telling them to update their payment information, or 
their accounts will be canceled."
recurring,at NETFLIX.COM              NETFLIX.COM  CA,4,"netflix.com stops casting but continues playing on TV - Chromecast ... netflix.com stops casting but continues playing on TV. Hi! We've never really had 
any problems with the chromecast before, but in the last few weeks (and we ..."
recurring,NETFLIX.COM,0,"Netflix - Apps on Google Play Looking for the most talked about TV shows and movies from the around the 
world? They're all on Netflix. We've got award-winning series, movies, ..."
recurring,NETFLIX.COM,1,"netflix.com stops casting but continues playing on TV - Chromecast ... netflix.com stops casting but continues playing on TV. Hi! We've never really had 
any problems with the chromecast before, but in the last few weeks (and we ..."
recurring,NETFLIX.COM,2,"Unable to connect to the real www.netflix.com - Google Chrome ... I recently ran a fresh Windows install on my PC and since then have not been 
able to connect to Netflix. Whenever I try to visit netflix.com I get this error: ..."
recurring,NETFLIX.COM,3,"Netflix VR - Apps on Google Play Enjoy TV shows and movies, including award-winning Netflix original series, 
movies, and documentaries on Daydream-supported Android Devices. With 
Netflix ..."
recurring,NETFLIX.COM,4,"netflix.com stops casting but continues playing on TV - Bantuan ... netflix.com stops casting but continues playing on TV. Hi! We've never really had 
any problems with the chromecast before, but in the last few weeks (and we ..."
dining,at BRUSH STREET GARAGE      DETROIT      MI,0,"16 condos sold before they're built in Detroit Brush Park development Mar 18, 2017 ... City Modern, an 8.4-acres development project in vacant space on Edmund 
Place between John R and Brush Street, will include 410 ..."
dining,at BRUSH STREET GARAGE      DETROIT      MI,1,"Brand new City Modern townhome hits the market for $1.6M ... Jul 1, 2019 ... Crain's Detroit Business reported that the townhouses originally sold for between 
$536,450 and $761,960. The home at 248 Alfred Street is listed through Kevin 
Hill at ... The townhome has three floors, including a private two-car garage ... Of 
course, Brush Park is one of the best locations in the city, offering ..."
dining,at BRUSH STREET GARAGE      DETROIT      MI,2,"Where to eat, shop and play while in town for Detroit auto show Jan 17, 2019 ... Detroit's lively food, retail, arts and entertainment scene have much to ... Parking 
Department at (313) 221-2500 or visit detroitmi.gov/parking. ... ADDRESS/
PHONE: 2000 Brush St., inside Ford Field at Gate A; (313) 262-2200"
dining,at BRUSH STREET GARAGE      DETROIT      MI,3,"Dig Into These 6 Gourmet Hot Dogs - Hour Detroit Magazine Jul 15, 2019 ... Vinsetta Garage's 3 A.M. Dog photograph courtesy of Joe Vaughn ... egg, but 
features a “Vinsetta blend” patty, Swiss cheese, and Woodshop MI maple bacon. 
... Chili Mustard Onions, 3411 Brush St., Detroit; 313-462-4949; ..."
dining,at BRUSH STREET GARAGE      DETROIT      MI,4,"Park Shelton condo in Midtown with great views asks $519,900 ... Jun 12, 2019 ... Right next to the Detroit Institute of Arts and easy public transit ... 15 East Kirby 
Street #1104 is listed through Saverio Montalto Real ... 15 E Kirby St, Detroit, MI 
... Pingree Park colonial with great bones and huge side lot asks $175K ... 5 open 
houses to check out in Detroit this weekend · New Brush Park ..."
transportation,LA FITNESS,0,"Vitamin Shoppe Opens Stores In LA Fitness Gyms | PYMNTS.com Jan 27, 2020 ... The Vitamin Shoppe, a nutrition product retailer, has teamed up with LA Fitness 
to open shops inside the fitness centers."
transportation,LA FITNESS,1,"Long Island LA Fitness trainer accused of sexual harassment. - New ... Jan 31, 2020 ... A personal trainer at an LA Fitness on Long Island says her boss used his power 
position to repeatedly harass her with unwanted touching, ..."
transportation,LA FITNESS,2,"How The L.A. Fitness Community Is Responding To Stephen Ross ... Aug 9, 2019 ... Anger over an investor of Equinox and SoulCycle being a Trump donor seems to 
be picking up steam, especially in Los Angeles, where a ..."
transportation,LA FITNESS,3,"LA Fitness opens new 'Signature Club' at Alton Town Center in Palm ... Feb 14, 2020 ... PALM BEACH GARDENS - Palm Beach County's newest LA Fitness is a little 
different than all the others. The Los Angeles-based gym chain ..."
transportation,LA FITNESS,4,"BIZNOTE: West Seattle LA Fitness to close for almost a month | West ... Jul 30, 2019 ... Thanks to everyone for the tips. LA Fitness in The Junction has announced it's 
closing for almost a month, August 10th to September 5th."
dining,at CKE*UNBURGER GRILL DEARBODEARBORN     MI,0,"Where's the Map? 1517 Putnam St, Detroit, MI 48208, USA. 0:13. 0:09. El Patio Mexican Restaurant. 
38503 W 10 Mile Rd, Farmington Hills, MI 48335, USA. Outer Limits Lounge ... 
Unburger Grill. 22018 Michigan Ave, Dearborn, MI 48124, USA. The Oakland Art
 ..."
dining,at JIMMY JOHNS - 1210       ALLEN PARK   MI,0,"Avoid toll roads, freeways and ferries - Waze Help Routes that include toll roads, freeways and ferries are clearly marked with icons: 
or the word ""TOLL"" with the approximated toll price ..."
dining,at JIMMY JOHNS - 1210       ALLEN PARK   MI,1,"Jimmy John's, 30749 Milford Rd, New Hudson, MI, 48165, us ... Jimmy John's, 30749 Milford Rd, New Hudson, MI, 48165, us. Connect to internet 
to see place info. Directions. Show map. Directions. Google Maps. Traffic"
dining,at JIMMY JOHNS - 1210       ALLEN PARK   MI,2,"Thousands Of N.J.'s Most Toxic Sites | Point Pleasant, NJ Patch Apr 10, 2017 ... ... 12824 013409 JOHN'S UPTOWN MOBIL LLC 401 ATLANTIC AVE; 33902 ... 
12017 033000 JIMMY'S SERVICE CENTER 882 RIVER DR; 12031 022302 JS ... 
LLC 55 KINDERKAMACK RD; 345965 724688 ALLEN A SCHACHTER DDS ... 
14024 001091 NATIONAL FUEL 1202 1210 SPRINGFIELD AVE ..."
dining,at JIMMY JOHNS - 1210       ALLEN PARK   MI,3,"Bay County Arrest Report: August 2019 Sep 3, 2019 ... Address : 4404 BRANNON RD PANAMA CITY FL Race : W Sex : F ... Agency : 
PCBPD. Name : NICHOLAS ALLEN MCCALVIN ... Address : 2539 MICHIGAN 
AVE PANAMA CITY FL Race : W ... Address : 3510 ST JOHNS SPRINGFIELD FL 
Race : B ... Address : 1210 E 26TH ST LYNN HAVEN FL Race : W"
dining,at JIMMY JOHNS - 1210       ALLEN PARK   MI,4,"Voice GPS Driving Directions –Lite, GPS Navigation - Apps on ... Now get directions using free GPS app, Voice GPS Driving Directions – Lite 
which is a phenomenal GPS maps application which helps in driving directions ..."
dining,at GOLD CASH GOLD           DETROIT      MI,0,"Jeff Goldblum visits Detroit, attends Slow Roll and eats at Gold Cash ... Aug 8, 2019 ... Detroit Bikes owner and president Zakary Pashak told the Detroit Free Press that 
... Detroit, Michigan ... He also dined at Gold Cash Gold."
dining,at GOLD CASH GOLD           DETROIT      MI,1,"Kitchens of Detroit: Gold Cash Gold Chef Brendan Edwards | WDET Jan 12, 2017 ... The chef of popular Corktown restaurant Gold Cash Gold talks about his culinary 
history, philosophy … and soundtrack! Tweet This. Photo by ..."
dining,at GOLD CASH GOLD           DETROIT      MI,2,"Where's the Map? 2100 Woodward Ave, Detroit, MI 48201, United States -. 2 years ago ... 5163 
Trumbull Ave, Detroit, MI 48208, United States -. 2 years ago ... Gold Cash Gold."
dining,at GOLD CASH GOLD           DETROIT      MI,3,"Kris Knowles 160 W Fort St, Detroit, MI 48226, United States -. a month ago ... Gold Cash Gold. 
2100 Michigan Ave, Detroit, MI 48216, United States -. 4 months ago."
dining,at GOLD CASH GOLD           DETROIT      MI,4,"Mariah Jackson Gold Cash Gold. 2100 Michigan Ave, Detroit, MI 48216, United States -. a year 
ago. The food was excellent, and our server was great. I had made a reservation
 ..."
dining,at MIDTOWN ZEF'S            DETROIT      MI,0,"Where's the Map? Midtown Zef's. 4160 Woodward Ave, Detroit, MI 48201, United States - ... Blvd. 
Agustín Arriaga Rivera 1080, Nueva Chapultepec, 58280 Morelia, Mich., Mexico 
-."
dining,at MIDTOWN ZEF'S            DETROIT      MI,1,"Next In Midtown: Music Theater, Gallery, Yoga ... - Deadline Detroit Aug 4, 2013 ... Next In Midtown: Music Theater, Gallery, Yoga, Tapas, Wine Bar ... Zef's Midtown: 
A coney island at 4160 Woodward Ave. Also after summer. Galerie Camille: An 
art ... January 28, 2020, 12:33 PM - Michigan Chronicle."
dining,at MIDTOWN ZEF'S            DETROIT      MI,2,"IATA codes for all airports and areas - Google Answers Marie,MI,USA,Chippewa County International Airport CIV,Chomley,AK,USA, ... 
DES,Desroches,,Seychelles, DET,Detroit,MI,USA,Detroit City Airport DEZ ... 
Authority-West 30th Street Midtown Heliport JRB,New York,NY,USA,Port ... Africa, 
ZEF,Elkin,NC,USA,Elkin Municipal Airport ZEG,Senggo,,Indonesia, ..."
dining,at MIDTOWN ZEF'S            DETROIT      MI,3,"Will Samson explores bodies of emotions on ""Ochre Alps"" from the ... Oct 9, 2019 ... ... Melbourne Melbourne Australia Michigan New Orleans Oslo Norway Romance 
... Deer Venom Delaware Dessie Magee Detroit Diana Wolfpack Disclosure ... 
Music Midtown 2014 Music show Mutant Daisies Mute My Oh My! ... yuck double 
release zack brooks zef zombies zoom q3 Ørkensangen (The ..."
dining,at MIDTOWN ZEF'S            DETROIT      MI,4,"NO ALARMS EP- hear ""Amateur Telephony"" - AMERICAN PANCAKE Apr 1, 2018 ... In 2016 Boles embedded himself in the Detroit musical fray forming a band and 
honing it's sound. I want to hear more. The self titled debut EP ..."
dining,at THE LONGBOARD BY JOLLY PUDEARBORN     MI,0,"Michigan Brewery Microbrewery Brewpub - Google My Maps Complete list of all currently operating Michigan Breweries - total count: 376 (
visited by Pugh: 328) Total number of MI breweries visited by Pugh including ..."
dining,at THE LONGBOARD BY JOLLY PUDEARBORN     MI,1,"Michigan Brew Review Brewery Map - Google My Maps Version 3.0 The brewery map has been updated to include Cider and Mead 
houses. Last Upload 1/13/2020 #BrewMap #MichBrewReview #2020 #findithere."
dining,at THE LONGBOARD BY JOLLY PUDEARBORN     MI,2,"CJ FLOORING & SUPPLY - CARPET - WOOD - VINYL - LAMINATE Jan 18, 2019 ... (313) 920-9515; (734) 895-7522. Address. Get directions. 5607 S Telegraph Rd. 
Dearborn Heights, MI 48125. United States. Business Hours ..."
dining,at THE LONGBOARD BY JOLLY PUDEARBORN     MI,3,"A Day In The Life: Michigan photographer Sarah Kossuch - a day in the life with Michigan photographer Sarah Kossuch. I'm a HUGE coffee 
gal. If I do not have my morning cup of Joe, I cannot function properly. I call my ..."
groceries,MEIJER 233,0,"Rob.R. Meijer - Google 學術搜尋引用文獻 A Bayesian approach to person fit analysis in item response theory models. CAW 
Glas, RR Meijer. Applied Psychological Measurement 27 (3), 217-233, 2003."
groceries,MEIJER 233,1,"Rob.R. Meijer - Google Scholar Citations A Bayesian approach to person fit analysis in item response theory models. CAW 
Glas, RR Meijer. Applied Psychological Measurement 27 (3), 217-233, 2003."
groceries,MEIJER 233,2,"Rob.R. Meijer - Citas de Google Académico A Bayesian approach to person fit analysis in item response theory models. CAW 
Glas, RR Meijer. Applied Psychological Measurement 27 (3), 217-233, 2003."
groceries,MEIJER 233,3,"Meijer issues recall for toddler hoodie Dec 8, 2018 ... Meijer is recalling Falls Creek infant and toddler hoodies because of a possible 
choking hazard."
groceries,MEIJER 233,4,"Forbes' billionaires list includes 20 from Michigan Mar 5, 2019 ... ... of Google parent Alphabet Inc., in top 10 with $50.8 billion; Hank and Doug 
Meijer valued at $6.8 billion land at No. ... 233 with $6.7 billion."
dining,SQ  BROOKLYN STREET LO,0,"Downtown Brooklyn's Willoughby Square Park gets new renderings ... Aug 28, 2019 ... Long-stalled Willoughby Square Park gets fresh renderings ... seating areas, and 
a walkway between Duffield Street and Albee Square West."
dining,SQ  BROOKLYN STREET LO,1,"Shake Shack Is Opening Second Brooklyn Location Near the ... Feb 12, 2013 ... Brooklyn's second Shake Shack opens in the fall. ... Union Square Hospitality 
Group has announced it will open a ... and with locations set to open this year in 
London and Istanbul, it looks like it's going to be a busy year for Shackburgers. ... 
across from Borough Hall on Fulton Street in Downtown Brooklyn."
dining,SQ  BROOKLYN STREET LO,2,"T Suggests: A New Beauty Counter in Los Angeles, Eccentric Chairs ... Sep 6, 2019 ... Here, inside a 1,000-square-foot space that was, in fact, previously a wine shop 
... 132 Havemeyer Street Brooklyn, N.Y., strangerwinesnyc.com ..."
dining,SQ  BROOKLYN STREET LO,3,"Street art mural in Brooklyn pays tribute to Gigi and Kobe Bryant Feb 6, 2020 ... Street art mural in Brooklyn pays tribute to Gigi and Kobe Bryant ... with billboards 
in Times Square and at Madison Square Garden, not ... are the sort of street art 
murals of Kobe that have sprung up in Los Angeles and Miami."
dining,SQ  BROOKLYN STREET LO,4,"Could Downtown Brooklyn Be a Walkers' Oasis? - CityLab Dec 19, 2019 ... The Downtown Brooklyn Partnership wants to make bold streetscape ... the 14th 
Street transitway and the pedestrianization of Times Square."
misc,at ENCORE                   SOUTHFIELD   MI,0,"Alaa Alfandi Encore Event Group. 21312 Hilltop St, Southfield, MI 48033, United States -. 2 
years ago. Hired them for my wedding for DJ, lighting, and Photo booth."
misc,at ENCORE                   SOUTHFIELD   MI,1,"Occasionally the timezone changes to GMT -6 from GMT -5, when ... This is in Southfield, MI, so it's not on the border of a timezone or anything like 
that. Device: HTC Incredible Carrier: Verizon Country / Language: US English"
misc,at ENCORE                   SOUTHFIELD   MI,2,"Insurance Claim Help for Service Industry Companies » Adjusters ... Detroit, MI; City Motor Center - Carter Lake, IA; City National Bank; City of 
Louisville ... Encore Hospitality; The ENKA MA; Environmental Container 
Systems - Grants ... MI; Gina B. Custom Furniture; Giorgio Rossi; Glassman Olds - 
Southfield, MI ..."
misc,at ENCORE                   SOUTHFIELD   MI,3,"'All In The Family' & 'The Jeffersons' live specials are on Channel 7 ... May 20, 2019 ... Archie Bunker is coming back to prime-time network TV and he might look a little 
different to viewers — even if what he says is exactly the ..."
misc,at ENCORE                   SOUTHFIELD   MI,4,"Patti Smith Guests With U2 & Beck Honors Walter Becker In Detroit Sep 4, 2017 ... U2 returned to the stage for a six-song encore that began with “Beautiful Day,” 
which ... Sep 3, 2017; Detroit, MI; The Joshua Tree Tour 2017."
dining,Ottava Via,0,"Ottava Via - Google Maps Ottava Via. Connect to internet to see place info. Save. Ottava Via. Connect to 
internet to see place info. Directions. Show map. Directions. Google Maps. Traffic"
dining,Ottava Via,1,"The 6 best places to eat and drink outside in Detroit May 21, 2019 ... The patio at Ottava Via Like Detroit's bars, there's also plenty of great restaurants 
where patrons can eat outside: La Dolce Vita, Seva, El Barzon ..."
dining,Ottava Via,2,"Video: This Detroit Police Commander Is Demoted ... - Deadline Detroit Mar 20, 2018 ... Leach was off-duty and working an unauthorized security job at Ottava Via, a 
Corktown restaurant, and ended up severely injuring and ..."
dining,Ottava Via,3,"Where's the Map? Delete. Local Guide. Ottava Via. 1400 Michigan Ave, Detroit, MI 48216, United 
States -. 5 months ago. So good. Definitely worth stopping in. reviewers. +. Reply"
dining,Ottava Via,4,"Metro Times: Michigan Avenue Turnaround Is ... - Deadline Detroit Feb 5, 2014 ... For an update on those who followed, Jackman does a dining-drinking tour of the 
avenue with Evan Bradish of Ottava Via restaurant, one of the ..."
dining,at ANTIHERO                 FERNDALE     MI,0,"Review: Stay for the drinks at Ferndale's izakaya, Antihero ... Feb 13, 2019 ... There's a lot going on at Antihero, metro Detroit's latest Japanese izakaya. 
Nestled on Nine Mile in downtown Ferndale, it's hip and swanky, with an. ... to 
Michigan some remnants of his former establishment with updates, like ..."
dining,at ANTIHERO                 FERNDALE     MI,1,"Where's the Map? 21 35,452. Date. Antihero. 231 W Nine Mile Rd, Ferndale, MI 48220, USA. 
Axelrad Beer Garden ... Michigan Stadium. 1201 S Main St, Ann Arbor, MI 48104,
 ..."
dining,at LEOS CONEY ISLAND #2     ALLEN PARK   MI,0,"Leo's Coney Island - Google My Maps Leo's Coney Island Locations. ... Leo's Coney Island. Map Legend. Terms. 1 km. 
Manage account. Create new map. Open map. Shared with you. Help."
dining,at LEOS CONEY ISLAND #2     ALLEN PARK   MI,1,"Leo's Coney Island, 15010 Silver Pkwy, Fenton, MI - Google Maps Leo's Coney Island, 15010 Silver Pkwy, Fenton, MI. Connect to internet to see 
place info. Directions. Show map. Directions. Google Maps. Traffic Transit"
dining,at LEOS CONEY ISLAND #2     ALLEN PARK   MI,2,"Leo's Coney Island - Belleville, 9624 Belleville Rd, Belleville, MI ... Leo's Coney Island - Belleville, 9624 Belleville Rd, Belleville, MI, 48111, us. 
Connect to internet to see place info. Directions. Show map. Directions."
dining,at LEOS CONEY ISLAND #2     ALLEN PARK   MI,3,"Leo's Coney - Apps on Google Play Download the App for delicious deals from Leo's Coney Island, with six popular 
locations throughout Michigan. Scroll through their menu of delicious, freshly ..."
dining,at LEOS CONEY ISLAND #2     ALLEN PARK   MI,4,"Leo's Coney Island DTW - Apps on Google Play Oct 2, 2019 ... The official app for Leo's Coney Island DTW. Place online orders and more 
directly from your mobile device! Read more. Collapse ..."
fun,at GO COMEDY - 9 MILE       FERNDALE     MI,0,"JR Stuhrberg Go Comedy! Improv Theater. 261 E 9 Mile Rd, Ferndale, MI 48220, USA. Magic 
Bag. 22920 Woodward Ave, Ferndale, MI 48220, USA. 0:22. Accidental Theatre."
fun,at GO COMEDY - 9 MILE       FERNDALE     MI,1,"Heidi Horton Go Comedy! Improv Theater. 261 E 9 Mile Rd, Ferndale, MI 48220, United States 
-. a year ago. So much fun and laughs that my gut hurt. Squished seating ..."
fun,at GO COMEDY - 9 MILE       FERNDALE     MI,2,"CETL Social Guide 2018 Monday, you could go to Campus Martius and either ice skate in the heart of 
downtown or build a ... 207 Wilson Hall Oakland University Rochester, MI 48309 
... The Oakland Art Novelty Company 201 W. 9 Mile, Ferndale ... Go Comedy! 
Improv ..."
fun,at GO COMEDY - 9 MILE       FERNDALE     MI,3,"Go Comedy's Dream Cruise BINGO, 2018 Edition • Oakland County ... Go Comedy's Dream Cruise BINGO, 2018 Edition. (Staff Report, Aug. 14, 2018). 
Ferndale, MI- As Dream Cruise weekend approaches, the folk at Go Comedy!"
fun,at GO COMEDY - 9 MILE       FERNDALE     MI,4,"Southeast Michigan entertainment weekend April 13-15 and beyond ... Apr 11, 2018 ... A Brit of Magic-Keith Fields and Lady Sarah performs comedy and magic 2 ... 
28600 W. 11 Mile Road, Farmington Hills, refreshments, music and ... Opening 
night preview 6-9:30 p.m. April 20 with jazz by Nicole New, $75 ... The Magic Bag
, 22920 Woodward Ave., Ferndale, themagicbag.com, 18+, $20 adv."
prof dev,SQ  ASTRO COFFEE,0,"2016.04 -- 2017.03 - Coffee Time with Astro-ph This month I'm doing internship for a company. So, this week I have to be absent 
from all coffee times, sorry.(Of course I'm doing research at night to make up for ..."
prof dev,SQ  ASTRO COFFEE,1,"2017.04 -- 2018.03 - Coffee Time with Astro-ph After coffee, we need to talk briefly about arrangements of tomorrow's Hanami ... (
13) UChicago EFI, (14) UChicago Astro, (15) Dalhousie, (16) ESO, (17) Saint ..."
prof dev,SQ  ASTRO COFFEE,2,"Mood Ring Opens in NYC Sep 28, 2017 ... Verōnika Is a Grand Cafe With a Broadly European Menu That Lacks Point of 
View Stephen Starr's latest is located in a Swedish-based ..."
prof dev,SQ  ASTRO COFFEE,3,"LINE PLAY - Our Avatar World - Apps on Google Play Be the best you! Make your own unique avatar and meet friends from around the 
world! Over 65,000,000 people are currently playing LINE PLAY around the ..."
prof dev,SQ  ASTRO COFFEE,4,"New cafe and children's playcenter hopes to become catalyst for ... Aug 15, 2019 ... New cafe and children's playcenter hopes to become catalyst for east ... To start, 
Kidcadia features a 4,500 sq. ft. play structure for the children, ..."
dining,at FUJI JAPANESE BUFFET     MADISON HEIGHMI,0,"Fuji Japanese Buffet, 32153 John R Rd, Madison Heights, MI ... Fuji Japanese Buffet, 32153 John R Rd, Madison Heights, MI. Connect to internet 
to see place info. Directions. Show map. Directions. Google Maps. Traffic"
dining,at FUJI JAPANESE BUFFET     MADISON HEIGHMI,1,"Where's the Map? Fuji Japanese Buffet. 32153 John R Rd, Madison Heights, MI 48071, United 
States -. a year ago. So much food to try! The sushi was super delicious and so ..."
dining,at FUJI JAPANESE BUFFET     MADISON HEIGHMI,2,"Hassan Abdullah 24546 Ford Rd, Dearborn Heights, MI 48127, USA -. 2 ... Fuji Japanese Buffet. 
32153 John R Rd, Madison Heights, MI 48071, USA -. 2 ... At $25.99 I would 
rather just eat at a regular Japanese restaurant. reviewers. +."
dining,at FUJI JAPANESE BUFFET     MADISON HEIGHMI,3,"Where's the Map? 400 S Division St, Ann Arbor, MI 48104, United States -. 5 months ago ... Fuji 
Japanese Buffet. 32153 John R Rd, Madison Heights, MI 48071, United States -."
dining,at FUJI JAPANESE BUFFET     MADISON HEIGHMI,4,"Where's the Map? Fuji Japanese Buffet. 32153 John R Rd, Madison Heights, MI 48071, USA. 168 
KTV. 32415 John R Rd, Madison Heights, MI 48071, USA. Collapse side panel."
pets,at AFFILIATED VET EMERGEN   ALLEN PARK   MI,0,"Controversial Group Removes Board Names From Website Amid ... Apr 7, 2017 ... Kelly, Endebrock, 4 Paws Animal Rescue ... Ana, Duque, American Friends of un 
TECHO para mi pais ... Francisco, Torres, Associated youth Services and We 
Can Recover Counseling Center ... Neuvia, Wallace-Davis, Deborah Hospital 
Foundation ... Heather, Guglielmo, Ferry Beach Park Association."
pets,at AFFILIATED VET EMERGEN   ALLEN PARK   MI,1,"Central Michigan signs 5-year affiliation with University Pediatricians ... Jan 10, 2020 ... Central Michigan University has signed a new five-year affiliation agreement with 
University Pediatricians, a private medical group that practices at DMC Children's 
Hospital of Michigan in ... StockX appoints e-commerce vet as CTO ... appear to 
cross a red line for Wayne State, formerly associated with UP."
pets,at AFFILIATED VET EMERGEN   ALLEN PARK   MI,2,"Dead and Sick Puppies Seized from Ypsilanti Pet Store - HSHV February 14, 2020 (Ann Arbor, MI) – Animal Cruelty Investigators from the ... 
HSHV is not affiliated with any other humane organization and does not receive ..."
pets,at AFFILIATED VET EMERGEN   ALLEN PARK   MI,3,"Thousands Of N.J.'s Most Toxic Sites | Point Pleasant, NJ Patch Apr 10, 2017 ... ... 70924 G000044649 ALLEN AME CHURCH AVE 1717 BISHOP ALLEN AVE ... 
000667 NJ DEPT MILITARY & VET AFFAIRS 550 S EGG HARBOR RD ... 14475 
010232 HI-TECH AUTO CLINIC INC 330 PALISADE AVE; 18216 ... 150 RT 530; 
15502 002086 AFFILIATED AIR SERVICES INC RED LION RD ..."
pets,at AFFILIATED VET EMERGEN   ALLEN PARK   MI,4,"2018 Black Book: 364 Executives to Know – Hawaii Business ... Dec 6, 2018 ... Recently awarded the U.S.VETS Advisory Council of the Year award; Grew ... '
Iolani; UC, Berkeley, BS, Civil Engineering; U of Michigan, Ann Arbor, MS, Civil ... 
affiliate companies which included the communities of Village Park and Royal ... 
Hospital System Services Dir., Hilo Medical Center/Hawaii Health ..."
prof dev,campus books,0,"Two Books Explore the Furor Over Rape on Campus - The New ... Apr 7, 2017 ... Two new books, “Unwanted Advances” by Laura Kipnis and “The Campus Rape 
Frenzy” by KC Johnson and Stuart Taylor Jr., see men as ..."
prof dev,campus books,1,"Former UI employee accused of stealing, selling musical books from ... Nov 6, 2019 ... URBANA — A former employee of the University of Illinois has been charged with 
theft for allegedly stealing rare musical books from a campus ..."
prof dev,campus books,2,"William & Mary common book author to visit campus and community ... Jan 23, 2020 ... One Book One Community Tommy Orange, author of bestselling novel ""There 
There,"" will visit W&M's campus Thursday and Friday. by Elena ..."
prof dev,campus books,3,"Class acts - A campus mystery that pays homage to Agatha Christie ... Jan 23, 2020 ... A campus mystery that pays homage to Agatha Christie. Like the queen of crime's
, Kate Weinberg's characters are not what they seem. Books ..."
prof dev,campus books,4,"Tivoli Station (Bookstore) | AHEC Tivoli Station is the go-to campus resource for textbook savings, spirit gear, and ... 
Textbook Savings: Tivoli Station helps students save by offering rental books, ..."
